TimeStamp,myo_emg0,myo_emg1,myo_emg2,myo_emg3,myo_emg4,myo_emg5,myo_emg6,myo_emg7,myo_avg,myo_quatw,myo_quatx,myo_quaty,myo_quatz,myo_accx,myo_accy,myo_accz,myo_gyrox,myo_gyroy,myo_gyroz,dummy,dummy,myo_max,myo_reset
0.22380185,-3,-10,1,0,-2,2,1,-1,0,0.94750977,0.12091064,0.04095459,0.29302979,0.00537109,0.23095703,0.92675781,-4.9375,0.1875,0.3125,1.16315E+33,1.16315E+33,0,
0.23428607,-4,9,4,-2,0,0,-1,0,0,0.94750977,0.12091064,0.04095459,0.29302979,0.00537109,0.23095703,0.92675781,-4.9375,0.1875,0.3125,1.16315E+33,1.16315E+33,0,
0.24471092,-4,9,4,-2,0,0,-1,0,0,0.94750977,0.12091064,0.04095459,0.29302979,0.00537109,0.23095703,0.92675781,-4.9375,0.1875,0.3125,1.16315E+33,1.16315E+33,0,
0.25506067,3,5,-8,0,-2,-1,1,2,0,0.94744873,0.1206665,0.04095459,0.29327393,0.00537109,0.23535156,0.92333984,-1,1.25,1,1.16315E+33,1.16315E+33,0,
0.2655232,-2,-3,0,-1,-1,-1,-1,-1,0,0.94726562,0.12097168,0.0413208,0.29364014,-0.00439453,0.24169922,0.92431641,2.125,2,2.25,1.16315E+33,1.16315E+33,0,
0.27601027,1,-2,-3,-4,-4,-2,0,0,0,0.94708252,0.12121582,0.04168701,0.29418945,-0.00732422,0.23583984,0.92675781,2.625,2,2.875,1.16315E+33,1.16315E+33,0,
0.28645134,1,2,0,1,-2,-2,1,2,0,0.94708252,0.12121582,0.04168701,0.29418945,-0.00732422,0.23583984,0.92675781,2.625,2,2.875,1.16315E+33,1.16315E+33,0,
0.29685235,3,0,0,1,0,-2,-1,-1,0,0.94708252,0.12121582,0.04168701,0.29418945,-0.00732422,0.23583984,0.92675781,2.625,2,2.875,1.16315E+33,1.16315E+33,0,
0.30726647,0,-2,3,0,1,1,2,0,0,0.94683838,0.12176514,0.04217529,0.2946167,-0.01953125,0.24072266,0.93261719,4.1875,1.25,2.6875,1.16315E+33,1.16315E+33,0,
0.31776881,-1,0,5,0,0,-1,0,2,0,0.94665527,0.12231445,0.04266357,0.29486084,-0.03320312,0.25830078,0.93066406,3,0.4375,1.875,1.16315E+33,1.16315E+33,0,
0.32829142,6,0,14,2,0,-2,-2,2,0,0.94665527,0.12231445,0.04266357,0.29486084,-0.03320312,0.25830078,0.93066406,3,0.4375,1.875,1.16315E+33,1.16315E+33,0,
0.33872581,1,8,-15,-3,-2,2,0,-3,0,0.94659424,0.12255859,0.04284668,0.29498291,-0.03320312,0.25927734,0.93359375,0.8125,-1,1.0625,1.16315E+33,1.16315E+33,0,
0.34922028,0,0,-6,0,0,-2,-3,-2,0,0.94659424,0.12255859,0.04284668,0.29498291,-0.03320312,0.25927734,0.93359375,0.8125,-1,1.0625,1.16315E+33,1.16315E+33,0,
0.35965157,2,-8,0,-2,-1,-1,-1,-2,0,0.94659424,0.12249756,0.04278564,0.29504395,-0.02685547,0.25341797,0.92285156,-1,-1.4375,0.8125,1.16315E+33,1.16315E+33,0,
0.37011719,-2,11,-1,-3,-2,2,-4,-1,0,0.94659424,0.12249756,0.04278564,0.29504395,-0.02685547,0.25341797,0.92285156,-1,-1.4375,0.8125,1.16315E+33,1.16315E+33,0,
0.38051724,1,1,-3,-1,-1,0,0,1,0,0.94659424,0.12237549,0.04260254,0.29504395,-0.01660156,0.25195312,0.92529297,-1.4375,-1.625,0.3125,1.16315E+33,1.16315E+33,0,
0.39095616,-1,7,2,1,-1,0,-1,0,0,0.94659424,0.12237549,0.04260254,0.29504395,-0.01660156,0.25195312,0.92529297,-1.4375,-1.625,0.3125,1.16315E+33,1.16315E+33,0,
0.40136528,-1,7,2,1,-1,0,-1,0,0,0.94665527,0.12207031,0.04229736,0.29504395,-0.0078125,0.24121094,0.91552734,-1.9375,-1.0625,0,1.16315E+33,1.16315E+33,0,
0.41181231,-1,19,-6,-5,-3,-2,-1,-3,0,0.94665527,0.12207031,0.04229736,0.29504395,-0.0078125,0.24121094,0.91552734,-1.9375,-1.0625,0,1.16315E+33,1.16315E+33,0,
0.42231321,-3,3,-3,-1,-2,-2,-2,-3,0,0.94665527,0.12207031,0.04229736,0.29504395,-0.0078125,0.24121094,0.91552734,-1.9375,-1.0625,0,1.16315E+33,1.16315E+33,0,
0.43271208,-2,13,-2,0,-2,-2,0,-2,0,0.94665527,0.12188721,0.04223633,0.29504395,-0.00976562,0.24316406,0.92529297,-1.125,-0.4375,0,1.16315E+33,1.16315E+33,0,
0.44313622,4,-7,-8,1,-1,0,2,2,0,0.94665527,0.12188721,0.04217529,0.29504395,-0.00439453,0.24560547,0.93505859,0.0625,-0.4375,0.3125,1.16315E+33,1.16315E+33,0,
0.45357704,3,-3,3,2,-1,0,0,3,0,0.94665527,0.12188721,0.04217529,0.29504395,-0.00439453,0.24560547,0.93505859,0.0625,-0.4375,0.3125,1.16315E+33,1.16315E+33,0,
0.46396565,2,3,-3,-1,2,1,1,-1,0,0.94665527,0.12194824,0.04223633,0.29504395,-0.01025391,0.25195312,0.9296875,0.625,-0.625,0.4375,1.16315E+33,1.16315E+33,0,
0.47443891,-1,-1,3,2,1,1,12,2,0,0.94665527,0.12194824,0.04223633,0.29504395,-0.01025391,0.25195312,0.9296875,0.625,-0.625,0.4375,1.16315E+33,1.16315E+33,0,
0.48488069,-7,-6,-5,-1,-2,0,-2,-3,0,0.94665527,0.12194824,0.04223633,0.29504395,-0.00976562,0.25244141,0.91748047,-0.875,-0.375,0.5,1.16315E+33,1.16315E+33,0,
0.49533439,3,4,5,-1,-4,-4,-4,-2,0,0.94665527,0.12194824,0.04223633,0.29504395,-0.00976562,0.25244141,0.91748047,-0.875,-0.375,0.5,1.16315E+33,1.16315E+33,0,
0.50572753,6,10,-2,0,1,1,-1,-1,0,0.94671631,0.12145996,0.04223633,0.29510498,-0.02392578,0.25195312,0.93408203,-2.9375,-0.0625,0.25,1.16315E+33,1.16315E+33,0,
0.5161922,-4,-30,0,-1,0,-2,-2,-2,0,0.94671631,0.12145996,0.04229736,0.29510498,-0.02783203,0.24169922,0.93505859,-0.9375,-0.75,-0.125,1.16315E+33,1.16315E+33,0,
0.52665329,-2,-4,1,3,2,1,0,-1,0,0.94671631,0.12145996,0.04229736,0.29510498,-0.02783203,0.24169922,0.93505859,-0.9375,-0.75,-0.125,1.16315E+33,1.16315E+33,0,
0.53706455,3,-7,1,-3,-3,-4,-3,-3,0,0.94671631,0.12145996,0.04229736,0.29510498,-0.02783203,0.24169922,0.93505859,-0.9375,-0.75,-0.125,1.16315E+33,1.16315E+33,0,
0.54746604,-3,4,-18,-2,-2,-3,-3,-3,0,0.94677734,0.121521,0.04229736,0.29498291,-0.02832031,0.24072266,0.94335938,0.6875,-1.6875,-0.25,1.16315E+33,1.16315E+33,0,
0.5579555,-2,20,4,1,1,0,-2,-3,0,0.94677734,0.12164307,0.04217529,0.2947998,-0.01611328,0.23925781,0.92675781,1,-1.6875,-0.75,1.16315E+33,1.16315E+33,0,
0.56840014,-1,3,1,1,-1,0,-1,0,0,0.94677734,0.12164307,0.04217529,0.2947998,-0.01611328,0.23925781,0.92675781,1,-1.6875,-0.75,1.16315E+33,1.16315E+33,0,
0.57878184,2,-14,-15,-4,-1,0,-1,1,0,0.94683838,0.12164307,0.04199219,0.2946167,-0.00976562,0.25048828,0.91943359,-0.75,-1.125,-1.125,1.16315E+33,1.16315E+33,0,
0.589252,3,5,13,0,0,-2,4,3,0,0.94683838,0.12164307,0.04199219,0.2946167,-0.00976562,0.25048828,0.91943359,-0.75,-1.125,-1.125,1.16315E+33,1.16315E+33,0,
0.59969139,-1,6,2,0,-1,-1,-3,-1,0,0.94696045,0.12115479,0.04187012,0.29455566,-0.01171875,0.24462891,0.92724609,-3.125,-0.375,-0.6875,1.16315E+33,1.16315E+33,0,
0.61015153,-1,6,2,0,-1,-1,-3,-1,0,0.94696045,0.12115479,0.04187012,0.29455566,-0.01171875,0.24462891,0.92724609,-3.125,-0.375,-0.6875,1.16315E+33,1.16315E+33,0,
0.62050152,0,13,8,0,-3,0,-1,-1,0,0.94696045,0.12115479,0.04187012,0.29455566,-0.01171875,0.24462891,0.92724609,-3.125,-0.375,-0.6875,1.16315E+33,1.16315E+33,0,
0.63090134,-5,-13,-6,-3,-1,-1,-1,-1,0,0.94708252,0.12060547,0.04168701,0.29443359,-0.00390625,0.22753906,0.93066406,-2.375,0.25,-0.8125,1.16315E+33,1.16315E+33,0,
0.64136362,-3,-15,-21,-4,-1,-1,-4,-2,0,0.94708252,0.12060547,0.04168701,0.29443359,-0.00097656,0.24316406,0.92578125,0.25,0.5625,-0.5,1.16315E+33,1.16315E+33,0,
0.65181041,-3,17,5,1,-1,-2,-2,-2,0,0.94708252,0.12060547,0.04168701,0.29443359,-0.00097656,0.24316406,0.92578125,0.25,0.5625,-0.5,1.16315E+33,1.16315E+33,0,
0.66230893,-3,17,5,1,-1,-2,-2,-2,0,0.94708252,0.12060547,0.04168701,0.29443359,-0.00341797,0.24072266,0.92138672,-0.75,0.9375,0.3125,1.16315E+33,1.16315E+33,0,
0.67298222,-3,17,5,1,-1,-2,-2,-2,0,0.94708252,0.12060547,0.04168701,0.29443359,-0.00341797,0.24072266,0.92138672,-0.75,0.9375,0.3125,1.16315E+33,1.16315E+33,0,
0.68340182,0,4,0,-1,-1,1,-1,1,0,0.94708252,0.12060547,0.04168701,0.29443359,-0.01074219,0.22949219,0.93017578,-1,0.75,0.75,1.16315E+33,1.16315E+33,0,
0.69391799,0,-8,5,-1,-1,-1,-7,-1,0,0.94708252,0.12060547,0.04168701,0.29443359,-0.01074219,0.22949219,0.93017578,-1,0.75,0.75,1.16315E+33,1.16315E+33,0,
0.70431113,1,0,3,-1,0,-2,-3,-2,0,0.94708252,0.12054443,0.04168701,0.29443359,-0.01416016,0.23681641,0.92724609,-0.25,0.4375,0.4375,1.16315E+33,1.16315E+33,0,
0.7147696,1,0,3,-1,0,-2,-3,-2,0,0.94708252,0.12054443,0.04168701,0.29443359,-0.01416016,0.23681641,0.92724609,-0.25,0.4375,0.4375,1.16315E+33,1.16315E+33,0,
0.72512484,-2,11,8,3,2,0,0,0,0,0.94708252,0.12030029,0.04162598,0.29449463,-0.00537109,0.24267578,0.92919922,-1.625,0.25,0.3125,1.16315E+33,1.16315E+33,0,
0.73560524,-1,-7,1,-5,-3,0,2,-4,0,0.94708252,0.12030029,0.04162598,0.29449463,-0.00537109,0.24267578,0.92919922,-1.625,0.25,0.3125,1.16315E+33,1.16315E+33,0,
0.74598527,0,8,-4,-2,-1,-2,1,-2,0,0.94708252,0.11999512,0.04156494,0.2946167,-0.00927734,0.24169922,0.9296875,-2,0.3125,0.5,1.16315E+33,1.16315E+33,0,
0.75646949,4,2,9,0,-1,0,4,1,0,0.94708252,0.11968994,0.04162598,0.29486084,-0.01660156,0.24707031,0.93164062,-1.875,0.375,1.25,1.16315E+33,1.16315E+33,0,
0.76706266,4,2,9,0,-1,0,4,1,0,0.94708252,0.11968994,0.04162598,0.29486084,-0.01660156,0.24707031,0.93164062,-1.875,0.375,1.25,1.16315E+33,1.16315E+33,0,
0.77771282,2,-8,-7,-1,3,0,2,2,0,0.94708252,0.11968994,0.04162598,0.29486084,-0.01660156,0.24707031,0.93164062,-1.875,0.375,1.25,1.16315E+33,1.16315E+33,0,
0.78875709,2,-8,-7,-1,3,0,2,2,0,0.94702148,0.11938477,0.04168701,0.29510498,-0.01660156,0.23242188,0.93115234,-1.0625,0.375,1.625,1.16315E+33,1.16315E+33,0,
0.79950333,2,-8,-7,-1,3,0,2,2,0,0.94702148,0.11938477,0.04168701,0.29510498,-0.01660156,0.23242188,0.93115234,-1.0625,0.375,1.625,1.16315E+33,1.16315E+33,0,
0.81014109,-1,1,-3,-1,-3,-2,2,0,0,0.94702148,0.11938477,0.04168701,0.29510498,-0.01660156,0.23242188,0.93115234,-1.0625,0.375,1.625,1.16315E+33,1.16315E+33,0,
0.82088518,1,7,-3,0,0,-2,-1,0,0,0.94696045,0.1192627,0.04180908,0.29534912,-0.01855469,0.22705078,0.92675781,0.5,0.5,1.3125,1.16315E+33,1.16315E+33,0,
0.83175516,1,7,-3,0,0,-2,-1,0,0,0.94683838,0.1194458,0.04199219,0.29559326,-0.01806641,0.24658203,0.92626953,0.875,0.1875,1.375,1.16315E+33,1.16315E+33,0,
0.84268975,-2,25,-5,0,0,0,0,0,0,0.94677734,0.1192627,0.04199219,0.29577637,-0.02050781,0.24951172,0.93554688,-1.5625,-0.25,1.25,1.16315E+33,1.16315E+33,0,
0.85381055,-1,14,-5,3,-2,-2,-5,1,0,0.94677734,0.1192627,0.04199219,0.29577637,-0.02050781,0.24951172,0.93554688,-1.5625,-0.25,1.25,1.16315E+33,1.16315E+33,0,
0.86482811,-5,1,2,-1,-2,-2,-5,-2,0,0.94677734,0.11907959,0.04193115,0.29602051,-0.01953125,0.24462891,0.93017578,-1.625,-0.625,1.5,1.16315E+33,1.16315E+33,0,
0.87530231,-5,1,2,-1,-2,-2,-5,-2,0,0.94677734,0.11907959,0.04193115,0.29602051,-0.01953125,0.24462891,0.93017578,-1.625,-0.625,1.5,1.16315E+33,1.16315E+33,0,
0.8856535,4,1,0,-1,-1,-1,-1,-1,0,0.94671631,0.11895752,0.04199219,0.29626465,-0.02050781,0.23681641,0.92333984,-0.4375,-0.25,1.5,1.16315E+33,1.16315E+33,0,
0.89608383,-2,-12,0,-2,2,1,3,0,0,0.94659424,0.11901855,0.04211426,0.29650879,-0.01171875,0.24316406,0.92578125,0.3125,0.4375,1.375,1.16315E+33,1.16315E+33,0,
0.90659952,-2,-4,-2,2,1,-1,-1,-1,0,0.94659424,0.11901855,0.04211426,0.29650879,-0.01171875,0.24316406,0.92578125,0.3125,0.4375,1.375,1.16315E+33,1.16315E+33,0,
0.91704273,1,-6,5,3,1,-2,-2,-1,0,0.94659424,0.11901855,0.04211426,0.29650879,-0.01171875,0.24316406,0.92578125,0.3125,0.4375,1.375,1.16315E+33,1.16315E+33,0,
0.92796326,0,3,1,0,1,0,-2,0,0,0.9465332,0.11907959,0.04229736,0.29669189,-0.02099609,0.25292969,0.94824219,0,0.4375,1.25,1.16315E+33,1.16315E+33,0,
0.93842506,-2,-9,-2,-2,-2,-1,1,-2,0,0.94647217,0.11895752,0.04229736,0.29681396,-0.01513672,0.26171875,0.93603516,-2,-0.0625,0.8125,1.16315E+33,1.16315E+33,0,
0.94894862,-1,-5,7,1,0,1,8,3,0,0.94647217,0.11895752,0.04229736,0.29681396,-0.01513672,0.26171875,0.93603516,-2,-0.0625,0.8125,1.16315E+33,1.16315E+33,0,
0.95937729,4,-2,3,1,0,1,-1,-2,0,0.94647217,0.11865234,0.0423584,0.29699707,-0.01416016,0.25097656,0.91943359,-2.6875,0.375,1,1.16315E+33,1.16315E+33,0,
0.96989465,-4,-11,-3,-3,0,0,-5,-4,0,0.94647217,0.11865234,0.0423584,0.29699707,-0.01416016,0.25097656,0.91943359,-2.6875,0.375,1,1.16315E+33,1.16315E+33,0,
0.98042345,-4,5,-4,-3,-3,-4,-1,-1,0,0.94647217,0.11865234,0.0423584,0.29699707,-0.01416016,0.25097656,0.91943359,-2.6875,0.375,1,1.16315E+33,1.16315E+33,0,
0.99088192,3,-1,-7,0,0,-1,-3,0,0,0.94647217,0.11865234,0.0423584,0.29699707,-0.02001953,0.24121094,0.92822266,-0.75,0.9375,0.625,1.16315E+33,1.16315E+33,0,
1.00133801,2,4,2,2,0,-2,-2,-3,0,0.94647217,0.11865234,0.04266357,0.29705811,-0.015625,0.23974609,0.94091797,0.5625,1.125,0.25,1.16315E+33,1.16315E+33,0,
1.01181698,1,-1,-1,-2,-3,-2,-4,-2,0,0.94647217,0.11865234,0.04266357,0.29705811,-0.015625,0.23974609,0.94091797,0.5625,1.125,0.25,1.16315E+33,1.16315E+33,0,
1.02240539,-4,1,4,-2,2,2,-1,-1,0,0.94647217,0.11865234,0.04266357,0.29705811,-0.01074219,0.24267578,0.93212891,0.6875,0.5,-0.1875,1.16315E+33,1.16315E+33,0,
1.03293085,-2,23,5,-2,-5,-2,-3,-4,0,0.94647217,0.11865234,0.04266357,0.29705811,-0.01074219,0.24267578,0.93212891,0.6875,0.5,-0.1875,1.16315E+33,1.16315E+33,0,
1.04342246,-2,-1,-4,0,0,1,0,1,0,0.94647217,0.11871338,0.04266357,0.29705811,-0.02246094,0.26123047,0.92480469,0,-0.125,0,1.16315E+33,1.16315E+33,0,
1.05392337,-3,-6,-6,-2,0,-2,-1,-2,0,0.94647217,0.11871338,0.04266357,0.29705811,-0.02246094,0.26123047,0.92480469,0,-0.125,0,1.16315E+33,1.16315E+33,0,
1.06442714,1,1,-2,-1,-1,-2,-9,-3,0,0.9465332,0.11834717,0.04272461,0.29693604,-0.02392578,0.25,0.92529297,-2.75,-0.375,-0.5,1.16315E+33,1.16315E+33,0,
1.07502627,-5,-18,-9,1,-2,-1,-2,-3,0,0.9465332,0.11834717,0.04272461,0.29693604,-0.02392578,0.25,0.92529297,-2.75,-0.375,-0.5,1.16315E+33,1.16315E+33,0,
1.08544397,-5,-18,-9,1,-2,-1,-2,-3,0,0.94665527,0.11779785,0.04260254,0.29681396,-0.01757812,0.22753906,0.93408203,-2.4375,-0.125,-1.0625,1.16315E+33,1.16315E+33,0,
1.09586191,4,-3,2,-1,-1,-1,-1,0,0,0.94665527,0.11779785,0.04260254,0.29681396,-0.01757812,0.22753906,0.93408203,-2.4375,-0.125,-1.0625,1.16315E+33,1.16315E+33,0,
1.10627484,-3,-7,-5,-3,0,-1,1,0,0,0.94671631,0.11761475,0.0425415,0.29663086,-0.00976562,0.22216797,0.93994141,0,0,-1.125,1.16315E+33,1.16315E+33,0,
1.11668825,1,-1,0,1,-1,0,-1,0,0,0.94671631,0.11761475,0.0425415,0.29663086,-0.00976562,0.22216797,0.93994141,0,0,-1.125,1.16315E+33,1.16315E+33,0,
1.12711954,1,-1,0,1,-1,0,-1,0,0,0.94671631,0.11791992,0.04266357,0.29656982,-0.00683594,0.24560547,0.93310547,1.4375,0,-0.4375,1.16315E+33,1.16315E+33,0,
1.1375196,2,10,3,1,-2,-1,-3,1,0,0.94671631,0.11791992,0.04266357,0.29656982,-0.00683594,0.24560547,0.93310547,1.4375,0,-0.4375,1.16315E+33,1.16315E+33,0,
1.14791656,-3,-7,-1,-1,-2,-1,-1,-3,0,0.94671631,0.11767578,0.04266357,0.29650879,-0.01757812,0.24853516,0.91796875,-2.3125,0.25,-0.25,1.16315E+33,1.16315E+33,0,
1.15837121,0,-3,4,-2,2,-1,1,1,0,0.94683838,0.11663818,0.04272461,0.29656982,-0.01806641,0.22558594,0.92236328,-5,1.3125,-0.125,1.16315E+33,1.16315E+33,0,
1.16885185,1,21,4,-1,-1,0,1,-2,0,0.94683838,0.11663818,0.04272461,0.29656982,-0.01806641,0.22558594,0.92236328,-5,1.3125,-0.125,1.16315E+33,1.16315E+33,0,
1.1793654,-4,-16,-2,-5,0,-2,-2,-5,0,0.94689941,0.11584473,0.04284668,0.29663086,-0.02539062,0.20898438,0.94433594,-2.25,1.25,0.25,1.16315E+33,1.16315E+33,0,
1.18994498,0,0,-4,-2,0,1,-1,-1,0,0.94689941,0.11584473,0.04284668,0.29663086,-0.02539062,0.20898438,0.94433594,-2.25,1.25,0.25,1.16315E+33,1.16315E+33,0,
1.2004199,1,3,5,-2,-2,0,14,2,0,0.94689941,0.1159668,0.04302979,0.29669189,-0.01611328,0.22851562,0.93359375,1.375,0.625,0.0625,1.16315E+33,1.16315E+33,0,
1.21091342,-2,-2,3,0,-3,-2,-1,-1,0,0.94689941,0.1159668,0.04302979,0.29669189,-0.01611328,0.22851562,0.93359375,1.375,0.625,0.0625,1.16315E+33,1.16315E+33,0,
1.2213912,0,-5,-9,-3,-2,-2,-5,-1,0,0.94689941,0.1159668,0.04302979,0.29669189,-0.01611328,0.22851562,0.93359375,1.375,0.625,0.0625,1.16315E+33,1.16315E+33,0,
1.23185849,0,-5,-9,-3,-2,-2,-5,-1,0,0.94689941,0.1159668,0.04302979,0.29669189,-0.01611328,0.22851562,0.93359375,1.375,0.625,0.0625,1.16315E+33,1.16315E+33,0,
1.24243855,-2,1,4,0,1,-1,1,0,0,0.94689941,0.1159668,0.04309082,0.29669189,-0.01611328,0.24755859,0.92626953,-0.1875,0.6875,0.75,1.16315E+33,1.16315E+33,0,
1.25296521,-1,0,-3,1,-1,-2,-2,-2,0,0.94689941,0.11535645,0.04302979,0.29693604,-0.01611328,0.24414062,0.93164062,-4.0625,0.875,1.3125,1.16315E+33,1.16315E+33,0,
1.26343226,-1,0,-3,1,-1,-2,-2,-2,0,0.94689941,0.11535645,0.04302979,0.29693604,-0.01611328,0.24414062,0.93164062,-4.0625,0.875,1.3125,1.16315E+33,1.16315E+33,0,
1.27379179,2,-3,-1,0,2,2,0,-2,0,0.94689941,0.11431885,0.04290771,0.29718018,-0.02294922,0.21679688,0.94677734,-4.75,0.4375,1.25,1.16315E+33,1.16315E+33,0,
1.28426933,-1,-8,15,2,0,0,-1,-1,0,0.94696045,0.11425781,0.04296875,0.29718018,-0.02783203,0.21728516,0.93701172,-0.125,0.375,0.8125,1.16315E+33,1.16315E+33,0,
1.29469538,-1,-8,15,2,0,0,-1,-1,0,0.94696045,0.11425781,0.04296875,0.29718018,-0.02783203,0.21728516,0.93701172,-0.125,0.375,0.8125,1.16315E+33,1.16315E+33,0,
1.3050642,-4,-7,-4,1,-1,-3,-2,0,0,0.94677734,0.11474609,0.04327393,0.29742432,-0.0234375,0.24755859,0.92236328,1.9375,0.5625,1.3125,1.16315E+33,1.16315E+33,0,
1.31559014,-4,-7,-4,1,-1,-3,-2,0,0,0.94677734,0.11474609,0.04327393,0.29742432,-0.0234375,0.24755859,0.92236328,1.9375,0.5625,1.3125,1.16315E+33,1.16315E+33,0,
1.32601428,1,8,-4,2,1,0,-1,-1,0,0.94665527,0.11462402,0.04364014,0.29779053,-0.02587891,0.25048828,0.93017578,-1.1875,1.375,2.25,1.16315E+33,1.16315E+33,0,
1.33652878,1,11,0,-4,-3,-3,-4,-2,0,0.94665527,0.11462402,0.04364014,0.29779053,-0.02587891,0.25048828,0.93017578,-1.1875,1.375,2.25,1.16315E+33,1.16315E+33,0,
1.34700561,1,4,-3,0,0,0,0,1,0,0.94665527,0.11419678,0.04388428,0.2980957,-0.03271484,0.22509766,0.94140625,-1.4375,1.1875,1.625,1.16315E+33,1.16315E+33,0,
1.35756969,-5,-5,-12,-3,-1,-2,0,-2,0,0.94665527,0.11413574,0.04394531,0.2980957,-0.02978516,0.22753906,0.94140625,0.6875,0.4375,0.4375,1.16315E+33,1.16315E+33,0,
1.36808348,-2,-14,4,-1,0,-2,-1,1,0,0.94665527,0.11413574,0.04394531,0.2980957,-0.02978516,0.22753906,0.94140625,0.6875,0.4375,0.4375,1.16315E+33,1.16315E+33,0,
